,datetime,close
0,1681127040000,28289.9
1,1681127100000,28285.0
2,1681127160000,28297.6
3,1681127220000,28297.6
4,1681127280000,28305.4
5,1681127340000,28305.9
6,1681127400000,28304.6
7,1681127460000,28302.9
8,1681127520000,28306.3
9,1681127580000,28293.3
10,1681127640000,28293.3
11,1681127700000,28291.1
12,1681127760000,28300.7
13,1681127820000,28300.7
14,1681127880000,28295.0
15,1681127940000,28293.5
16,1681128000000,28285.9
17,1681128060000,28285.4
18,1681128120000,28282.6
19,1681128180000,28283.9
20,1681128240000,28282.4
21,1681128300000,28278.0
22,1681128360000,28276.7
23,1681128420000,28276.1
24,1681128480000,28273.4
25,1681128540000,28272.7
26,1681128600000,28276.2
27,1681128660000,28276.3
28,1681128720000,28272.6
29,1681128780000,28272.5
30,1681128840000,28268.4
31,1681128900000,28272.3
32,1681128960000,28283.8
33,1681129020000,28264.8
34,1681129080000,28261.2
35,1681129140000,28255.2
36,1681129200000,28265.5
37,1681129260000,28254.4
38,1681129320000,28256.0
39,1681129380000,28284.1
40,1681129440000,28283.9
41,1681129500000,28287.0
42,1681129560000,28283.8
43,1681129620000,28268.6
44,1681129680000,28268.6
45,1681129740000,28257.5
46,1681129800000,28256.3
47,1681129860000,28256.2
48,1681129920000,28264.1
49,1681129980000,28265.4
50,1681130040000,28260.0
51,1681130100000,28264.3
52,1681130160000,28272.1
53,1681130220000,28270.1
54,1681130280000,28277.5
55,1681130340000,28273.5
56,1681130400000,28279.5
57,1681130460000,28287.5
58,1681130520000,28288.0
59,1681130580000,28281.3
60,1681130640000,28282.1
61,1681130700000,28282.3
62,1681130760000,28280.0
63,1681130820000,28267.2
64,1681130880000,28265.0
65,1681130940000,28268.2
66,1681131000000,28274.8
67,1681131060000,28278.9
68,1681131120000,28283.3
69,1681131180000,28283.2
70,1681131240000,28283.2
71,1681131300000,28271.7
72,1681131360000,28270.0
73,1681131420000,28260.6
74,1681131480000,28257.7
75,1681131540000,28256.2
76,1681131600000,28255.0
77,1681131660000,28256.4
78,1681131720000,28267.7
79,1681131780000,28268.3
80,1681131840000,28273.7
81,1681131900000,28262.0
82,1681131960000,28250.5
83,1681132020000,28250.5
84,1681132080000,28248.6
85,1681132140000,28245.7
86,1681132200000,28244.3
87,1681132260000,28244.3
88,1681132320000,28244.4
89,1681132380000,28263.9
90,1681132440000,28261.5
91,1681132500000,28265.7
92,1681132560000,28265.3
93,1681132620000,28260.1
94,1681132680000,28255.0
95,1681132740000,28255.0
96,1681132800000,28254.9
97,1681132860000,28256.6
98,1681132920000,28256.7
99,1681132980000,28259.9
100,1681133040000,28254.9
101,1681133100000,28254.7
102,1681133160000,28253.5
103,1681133220000,28236.0
104,1681133280000,28240.6
105,1681133340000,28237.0
106,1681133400000,28239.7
107,1681133460000,28230.1
108,1681133520000,28216.1
109,1681133580000,28236.0
110,1681133640000,28239.3
111,1681133700000,28216.3
112,1681133760000,28209.8
113,1681133820000,28214.3
114,1681133880000,28211.5
115,1681133940000,28223.4
116,1681134000000,28221.2
117,1681134060000,28217.9
118,1681134120000,28219.9
119,1681134180000,28219.0
120,1681134240000,28219.1
121,1681134300000,28213.6
122,1681134360000,28209.1
123,1681134420000,28208.9
124,1681134480000,28205.0
125,1681134540000,28200.0
126,1681134600000,28204.7
127,1681134660000,28200.1
128,1681134720000,28205.0
129,1681134780000,28206.4
130,1681134840000,28200.7
131,1681134900000,28191.1
132,1681134960000,28168.8
133,1681135020000,28152.1
134,1681135080000,28189.0
135,1681135140000,28199.9
136,1681135200000,28193.7
137,1681135260000,28195.6
138,1681135320000,28211.1
139,1681135380000,28217.1
140,1681135440000,28221.9
141,1681135500000,28222.0
142,1681135560000,28207.1
143,1681135620000,28204.0
144,1681135680000,28223.2
145,1681135740000,28227.1
146,1681135800000,28221.9
147,1681135860000,28226.2
148,1681135920000,28227.0
149,1681135980000,28238.7
150,1681136040000,28237.9
151,1681136100000,28240.3
152,1681136160000,28246.1
153,1681136220000,28249.0
154,1681136280000,28248.0
155,1681136340000,28246.0
156,1681136400000,28245.0
157,1681136460000,28230.0
158,1681136520000,28244.8
159,1681136580000,28236.6
160,1681136640000,28232.2
161,1681136700000,28234.6
162,1681136760000,28225.0
163,1681136820000,28233.4
164,1681136880000,28220.6
165,1681136940000,28222.0
166,1681137000000,28219.9
167,1681137060000,28233.0
168,1681137120000,28234.0
169,1681137180000,28241.6
170,1681137240000,28249.6
171,1681137300000,28257.0
172,1681137360000,28289.9
173,1681137420000,28282.3
174,1681137480000,28285.2
175,1681137540000,28281.2
176,1681137600000,28275.1
177,1681137660000,28265.0
178,1681137720000,28275.4
179,1681137780000,28277.7
180,1681137840000,28289.5
181,1681137900000,28292.2
182,1681137960000,28303.3
183,1681138020000,28307.9
184,1681138080000,28319.6
185,1681138140000,28325.1
186,1681138200000,28305.6
187,1681138260000,28310.0
188,1681138320000,28314.9
189,1681138380000,28320.4
190,1681138440000,28309.8
191,1681138500000,28294.6
192,1681138560000,28295.0
193,1681138620000,28287.4
194,1681138680000,28307.0
195,1681138740000,28289.5
196,1681138800000,28298.6
197,1681138860000,28299.3
198,1681138920000,28313.5
199,1681138980000,28329.2
200,1681139040000,28327.5
201,1681139100000,28325.0
202,1681139160000,28341.1
203,1681139220000,28345.9
204,1681139280000,28342.9
205,1681139340000,28340.0
206,1681139400000,28344.9
207,1681139460000,28348.8
208,1681139520000,28349.6
209,1681139580000,28383.2
210,1681139640000,28420.3
211,1681139700000,28423.7
